Fish_ID,Group,Water_Temp_C,Water_pH,Water_O2_mgL,Chlorides_mgL,Nitrites_mgL,Nitrates_mgL,Ammonium_mgL,Phosphates_mgL,Feed_Type,Bodymass_g,Protein_perc,Lipids_perc
1759,RG,11.47,7.408,8.958,84.31,0.1179,1.938,0.0339,0.0111,0,1486.08,18.345,1.666
1760,RG,15.29,7.307,9.732,77.36,0.0959,1.283,0.0346,0.0998,0,1588.62,18.16,1.731
1761,RG,14.91,7.337,9.313,84.33,0.1174,0.816,0.1393,0.0972,0,1600.08,16.917,1.68
1762,RG,9.61,7.19,9.813,63.17,0.0802,0.491,0.1362,0.0336,0,1768.83,15.439,1.192
1763,RG,10.36,7.247,8.678,71.54,0.147,1.732,0.1145,0.001,0,1472.99,17.366,1.245
1764,RG,9.03,7.299,10.798,80.69,0.1024,1.295,0.0765,0.0171,0,1453.21,16.045,1.402
1765,RG,10.03,7.222,9.935,77.75,0.053,0.991,0.0886,0.0362,0,1603.41,15.634,1.613
1766,RG,8.0,7.35,9.651,68.11,0.0821,0.352,0.0805,0.1217,0,1656.59,17.042,1.453
1767,RG,11.59,7.369,9.592,82.47,0.0754,0.628,0.02,0.0553,0,1492.36,15.954,1.808
1768,RG,13.9,7.626,10.389,70.75,0.0725,1.253,0.1037,0.0197,0,1726.2,18.08,1.556
1769,RG,9.64,7.342,10.226,68.78,0.0303,1.142,0.1313,0.0659,0,1761.38,15.655,1.671
1770,RG,11.73,7.013,8.865,78.9,0.0916,0.221,0.1041,0.0082,0,1720.52,15.99,1.073
1771,RG,11.34,7.474,10.188,75.05,0.0384,1.253,0.2061,0.0806,0,1643.66,14.428,2.071
1772,RG,15.17,7.269,9.209,70.82,0.01,0.373,0.0397,0.0209,0,1632.2,17.692,1.787
1773,RG,10.17,7.602,11.3,70.55,0.0697,1.542,0.0603,0.0267,0,1823.4,16.602,1.0
1774,RG,10.27,7.521,10.317,66.44,0.0573,1.083,0.108,0.075,0,1613.8,18.514,1.928
1775,RG,9.46,7.224,8.249,71.83,0.0542,0.815,0.1146,0.13,0,1670.54,17.708,1.718
1776,RG,8.59,7.408,11.797,83.8,0.01,1.396,0.02,0.1479,0,1805.5,17.319,1.382
1777,RG,13.59,7.211,6.478,76.96,0.0545,1.141,0.1362,0.0184,0,1668.06,14.864,1.589
1778,RG,11.59,7.3,9.765,82.67,0.0748,1.53,0.1149,0.0361,0,1459.29,15.771,1.543
1779,RG,12.16,7.401,8.165,79.13,0.061,1.032,0.02,0.0806,0,1421.94,17.361,1.461
1780,RG,15.82,7.467,11.259,70.1,0.0916,1.056,0.093,0.1068,0,1647.8,16.464,1.558
1781,RG,16.0,7.434,9.303,61.81,0.1218,0.886,0.0515,0.001,0,1762.13,15.907,1.37
1782,RG,8.0,7.311,8.047,67.59,0.0955,1.105,0.0728,0.0635,0,1601.12,16.821,1.296
1783,RG,13.94,7.673,8.68,69.63,0.1108,1.679,0.02,0.0405,0,1888.3,14.385,1.443
1784,RG,12.68,7.245,8.143,69.01,0.1133,0.799,0.125,0.001,0,1653.95,15.782,1.698
1785,RG,10.62,7.059,8.633,82.85,0.0494,1.259,0.2057,0.0065,0,1510.47,16.324,1.473
1786,RG,12.98,7.088,8.606,82.76,0.0932,0.648,0.1159,0.0373,0,1441.97,16.2,1.681
1787,RG,8.0,7.521,8.099,92.7,0.1099,0.173,0.02,0.0624,0,1627.39,18.691,1.538
1788,RG,16.39,7.289,9.324,68.89,0.0669,1.083,0.1171,0.1003,0,1663.56,15.128,1.91
1789,RG,13.54,7.324,9.469,87.78,0.0563,1.148,0.0883,0.0742,0,1404.39,15.575,1.387
1790,RG,9.4,7.219,7.804,87.73,0.0959,0.956,0.0339,0.0979,0,1513.27,15.135,2.131
1791,RG,10.24,7.232,7.01,73.14,0.0356,0.402,0.1212,0.0611,0,1425.73,14.824,1.962
1792,RG,8.0,7.182,9.373,78.79,0.0474,1.122,0.1528,0.0318,0,1488.55,19.284,1.738
1793,RG,11.06,7.371,9.638,84.93,0.06,1.107,0.0599,0.0527,0,1565.7,17.281,1.771
1794,RG,10.55,7.285,9.876,74.53,0.0935,0.644,0.02,0.0878,0,1479.82,16.62,1.328
1795,RG,8.02,7.365,9.661,73.91,0.0866,0.459,0.02,0.1013,0,1497.93,16.182,1.0
1796,RG,14.33,7.351,10.887,69.98,0.111,0.899,0.0601,0.0541,0,1571.02,14.768,1.116
1797,RG,15.83,7.236,10.196,56.12,0.0523,1.261,0.0907,0.0228,0,1616.54,14.96,1.815
1798,RG,11.92,7.081,12.0,75.56,0.0507,1.167,0.069,0.0734,0,1513.14,18.61,1.369
1799,RG,11.08,7.068,12.0,69.32,0.0957,0.648,0.059,0.0791,0,1581.76,17.236,1.173
1800,RG,13.3,7.754,6.89,66.4,0.056,1.055,0.1341,0.1093,0,1489.66,13.585,1.242
1801,RG,11.94,7.522,6.363,78.38,0.0619,1.355,0.1278,0.0328,0,1613.19,13.809,1.709
1802,RG,8.75,7.501,8.991,63.39,0.0243,0.531,0.112,0.0333,0,1605.53,17.296,1.045
1803,RG,10.04,7.199,9.605,81.45,0.0887,1.025,0.149,0.0902,0,1704.32,16.287,1.254
1804,RG,11.11,7.301,8.909,78.87,0.1262,1.536,0.0606,0.0437,0,1796.19,15.99,1.651
1805,RG,12.74,7.178,9.844,71.8,0.0491,0.49,0.0343,0.042,0,1702.38,16.425,1.221
1806,RG,12.03,7.103,8.676,74.49,0.1107,1.462,0.0687,0.1102,0,1642.19,19.906,1.412
1807,RG,12.63,7.212,8.167,65.48,0.0782,1.648,0.0645,0.0052,0,1699.23,18.047,1.558
1808,RG,8.0,7.499,8.349,81.0,0.027,0.911,0.02,0.1422,0,1574.71,19.14,1.96
1809,RG,14.0,7.426,8.76,76.5,0.0532,0.863,0.0673,0.0355,0,1614.12,13.486,1.545
1810,RG,12.01,7.154,10.012,77.09,0.0513,1.413,0.1663,0.0947,0,1598.05,15.763,2.067
1811,RG,19.66,7.253,8.416,79.02,0.0705,0.926,0.1481,0.0556,0,1542.0,13.788,1.684
1812,RG,10.84,7.412,8.653,69.86,0.0926,0.1,0.1315,0.0709,0,1685.86,16.955,1.095
1813,RG,12.97,7.214,9.684,62.85,0.1355,0.96,0.1079,0.0495,0,1640.03,18.237,1.0
1814,RG,20.49,7.312,8.761,82.66,0.0371,1.188,0.1869,0.0943,0,1844.57,14.787,1.76
1815,RG,12.58,7.36,10.34,80.51,0.0655,1.296,0.0364,0.0461,0,1714.63,15.837,1.569
1816,RG,11.8,7.359,7.897,70.72,0.0531,0.648,0.0421,0.0371,0,1508.11,15.285,1.314
1817,RG,9.04,7.338,7.636,78.27,0.042,0.892,0.1675,0.1325,0,1676.94,16.389,1.343
1818,RG,16.58,7.202,9.366,85.06,0.0829,1.391,0.1017,0.0612,0,1319.55,16.969,1.919
1819,RG,8.52,7.217,9.485,84.11,0.08,0.976,0.0597,0.033,0,1765.9,17.431,1.479
1820,RG,13.28,7.13,7.962,70.48,0.0256,0.389,0.1331,0.001,0,1441.98,15.451,1.94
1821,RG,10.58,7.066,10.612,63.09,0.0805,1.495,0.0737,0.1346,0,1687.83,17.333,1.831
1822,RG,11.43,7.283,11.31,64.46,0.0438,0.914,0.0497,0.0379,0,1696.97,17.811,1.054
1823,RG,8.0,7.422,8.247,72.51,0.0804,1.436,0.0481,0.1425,0,1673.28,18.017,1.71
1824,RG,16.03,7.093,10.785,86.7,0.1181,0.442,0.1193,0.076,0,1597.93,17.432,1.799
1825,RG,11.17,7.341,6.141,69.17,0.0939,0.952,0.1123,0.0657,0,1295.73,15.416,1.593
1826,RG,8.35,7.418,10.291,70.23,0.0853,1.204,0.191,0.0668,0,1539.78,16.424,1.3
1827,RG,15.76,7.024,7.971,70.06,0.0641,0.965,0.0826,0.1486,0,1607.2,15.428,1.782
1828,RG,10.49,7.259,10.171,70.75,0.082,0.527,0.0816,0.001,0,1355.65,15.888,1.007
1829,RG,13.0,7.547,7.846,74.91,0.0969,0.1,0.1864,0.0686,0,1591.91,13.99,1.824
1830,RG,14.52,7.383,8.918,64.76,0.0939,1.609,0.1591,0.0494,0,1517.06,16.391,2.118
1831,RG,13.42,7.019,8.028,83.67,0.077,1.099,0.1087,0.0515,0,1650.19,14.645,2.047
1832,RG,8.0,7.399,8.743,73.84,0.0865,1.467,0.02,0.066,0,1513.02,18.594,1.547
1833,RG,14.09,7.188,11.196,94.83,0.0405,1.371,0.0513,0.0493,0,1835.22,16.943,1.561
1834,RG,11.7,7.404,8.87,65.61,0.058,1.239,0.0368,0.0675,0,1578.67,17.926,1.585
1835,RG,11.01,7.196,11.532,87.72,0.1012,0.871,0.1022,0.0591,0,1637.49,18.359,1.0
1836,RG,11.67,7.292,8.537,86.13,0.1053,1.196,0.0695,0.0075,0,1527.23,17.822,1.131
1837,RG,8.0,7.219,10.79,71.71,0.0828,1.573,0.1962,0.0753,0,1383.79,15.947,1.0
1838,RG,12.58,7.3,7.049,71.84,0.1244,1.033,0.02,0.0886,0,1552.49,17.033,1.942
1839,RG,8.0,7.215,8.656,67.63,0.0952,1.761,0.0303,0.0383,0,1647.18,18.41,1.543
1840,RG,11.14,7.266,8.357,67.72,0.073,0.4,0.1147,0.1347,0,1661.99,13.708,2.016
1841,RG,12.47,7.124,10.845,75.0,0.0434,0.357,0.1313,0.1134,0,1589.62,19.019,2.01
1842,RG,15.22,7.374,9.222,75.17,0.1232,1.395,0.02,0.0938,0,1458.28,20.256,1.794
1843,RG,9.54,7.326,6.494,62.18,0.1031,0.673,0.02,0.0933,0,1633.79,17.905,1.383
1844,RG,16.35,7.058,7.428,93.35,0.1339,1.817,0.0842,0.0612,0,1624.64,16.842,1.855
1845,RG,14.84,7.449,7.785,72.92,0.145,1.535,0.1814,0.1057,0,1713.76,16.101,1.65
1846,RG,10.71,7.274,10.121,75.52,0.0414,1.635,0.2133,0.1228,0,1558.65,15.273,1.837
1847,RG,8.67,7.324,9.966,69.99,0.0415,1.354,0.0751,0.0923,0,1376.47,16.888,1.33
1848,RG,8.0,7.415,8.64,72.86,0.01,0.631,0.0898,0.0372,0,1607.48,17.842,1.356
1849,RG,12.82,7.349,8.342,72.14,0.1076,0.336,0.0498,0.0584,0,1597.47,15.061,1.824
1850,RG,9.79,7.475,9.86,74.98,0.0997,1.598,0.138,0.0829,0,1744.91,15.08,1.175
1851,RG,15.6,7.256,7.645,74.88,0.0829,0.4,0.1917,0.0935,0,1618.09,14.089,2.27
1852,RG,9.96,7.455,9.549,81.44,0.0432,1.634,0.1754,0.0569,0,1553.72,16.944,1.035
1853,RG,9.3,7.318,9.447,76.82,0.0773,1.268,0.0983,0.0373,0,1611.31,15.492,1.39
1854,RG,12.7,7.376,8.67,80.63,0.0855,0.969,0.0497,0.1234,0,1509.25,16.203,1.783
1855,RG,9.94,7.361,9.477,74.92,0.1035,1.177,0.1005,0.0171,0,1496.74,16.677,1.483
1856,RG,12.03,7.486,9.123,76.85,0.0882,1.186,0.1828,0.0223,0,1577.27,14.21,1.014
1857,RG,14.96,7.408,9.597,73.07,0.0999,0.919,0.076,0.0069,0,1530.33,12.796,1.041
1858,RG,12.35,7.234,7.399,83.02,0.0763,1.57,0.02,0.0223,0,1524.15,14.789,1.827
1859,RG,12.36,7.204,9.737,77.58,0.1154,1.557,0.0784,0.1099,0,1833.21,17.266,1.502
1860,RG,12.62,7.293,10.232,73.74,0.099,1.062,0.0833,0.1112,0,1745.64,17.625,1.596
1861,RG,8.0,7.186,9.385,73.5,0.0444,0.76,0.02,0.057,0,1590.0,18.128,1.136
1862,RG,13.18,7.142,9.721,74.13,0.1217,1.522,0.1139,0.0799,0,1804.81,17.433,1.844
1863,RG,12.48,6.981,8.868,75.24,0.1168,0.191,0.1304,0.0596,0,1495.68,15.208,1.633
1864,RG,14.68,7.068,10.07,74.55,0.094,1.178,0.2116,0.0123,0,1939.67,14.279,1.543
1865,RG,13.82,7.598,9.078,70.53,0.0884,1.296,0.0201,0.1487,0,1570.4,17.364,1.565
1866,RG,11.39,7.202,7.622,81.12,0.1298,0.669,0.1438,0.115,0,1788.73,15.481,1.875
1867,RG,15.1,7.586,9.984,81.62,0.031,1.39,0.158,0.0742,0,1866.8,16.934,1.485
1868,RG,11.12,7.36,7.039,89.27,0.1172,0.989,0.1312,0.0258,0,1305.49,16.238,1.308
1869,RG,12.74,7.293,9.339,70.17,0.0657,0.782,0.0396,0.051,0,1793.61,18.677,1.162
1870,RG,11.07,7.075,8.539,80.33,0.1129,1.385,0.0361,0.0323,0,1525.98,16.238,1.362
1871,RG,13.39,7.301,8.462,59.73,0.0836,0.566,0.1058,0.0639,0,1570.08,17.528,2.012
1872,RG,10.87,7.584,9.206,81.63,0.0427,1.348,0.1054,0.0724,0,1627.42,19.34,1.637
1873,RG,16.94,7.534,8.149,63.35,0.0651,0.207,0.0664,0.0464,0,1546.23,15.694,1.774
1874,RG,18.05,7.341,9.615,67.13,0.1107,1.114,0.1775,0.0018,0,1753.27,16.081,1.686
1875,RG,14.62,7.128,9.068,77.66,0.0737,1.018,0.076,0.1453,0,1504.44,14.784,2.008
1876,RG,16.62,7.156,8.259,70.03,0.0614,0.784,0.02,0.0695,0,1669.55,17.384,1.973
1877,RG,8.0,7.172,10.606,68.93,0.0612,1.156,0.0866,0.0783,0,1743.0,19.059,1.328
1878,RG,8.0,7.492,9.246,71.12,0.0993,0.968,0.1288,0.0431,0,1603.26,16.0,1.0
1879,RG,11.04,7.545,9.757,80.84,0.1325,1.422,0.1205,0.001,0,1533.51,17.668,1.218
1880,RG,12.12,7.329,10.7,67.54,0.0158,1.224,0.1201,0.0567,0,1702.11,16.829,1.0
1881,RG,11.41,7.255,10.68,74.57,0.164,1.181,0.1896,0.0471,0,1441.87,17.259,1.398
1882,RG,8.0,7.532,9.696,71.97,0.0861,1.117,0.0331,0.0884,0,1460.85,18.817,1.009
1883,RG,15.45,7.153,8.637,81.56,0.0974,0.811,0.0746,0.0962,0,1559.48,16.837,2.232
1884,RG,18.46,7.308,7.284,81.78,0.0669,0.879,0.1927,0.0906,0,1720.78,13.918,1.463
1885,RG,15.84,7.369,9.248,60.32,0.0799,1.099,0.02,0.0995,0,1726.74,17.825,2.392
1886,RG,15.26,7.171,10.314,83.36,0.0858,0.931,0.0968,0.1321,0,1693.6,18.101,1.366
1887,RG,12.68,7.205,9.425,70.11,0.0485,1.445,0.1737,0.0756,0,1614.95,14.799,1.301
1888,RG,9.47,7.193,4.866,76.89,0.0558,1.037,0.1728,0.104,0,1399.85,14.46,1.997
1889,RG,12.22,7.513,10.044,67.49,0.1155,1.15,0.1396,0.0798,0,1807.12,13.857,1.681
1890,RG,18.32,7.587,10.118,77.97,0.0334,0.439,0.1411,0.001,0,1592.91,16.257,1.657
1891,RG,10.94,7.317,8.639,95.41,0.0932,1.377,0.0375,0.0538,0,1572.66,18.711,1.755
1892,RG,10.64,7.26,10.186,76.02,0.0689,0.768,0.1824,0.0253,0,1576.92,15.788,1.057
1893,RG,15.32,7.21,9.754,71.32,0.0512,0.583,0.028,0.0693,0,1719.42,16.807,1.65
1894,RG,15.52,7.3,8.177,73.14,0.1392,1.658,0.0316,0.0284,0,1553.4,16.112,1.563
1895,RG,9.46,7.217,10.526,63.25,0.0514,1.279,0.1233,0.0842,0,1739.56,16.244,1.239
1896,RG,11.22,7.285,7.479,86.59,0.0461,1.391,0.0704,0.0992,0,1695.69,16.287,1.223
1897,RG,10.49,7.362,8.931,77.5,0.0744,1.182,0.1124,0.1081,0,1685.1,15.163,1.621
1898,RG,12.21,7.239,8.812,66.61,0.0569,0.963,0.1258,0.1248,0,1631.08,15.544,1.782
1899,RG,15.31,7.272,8.009,66.87,0.0802,0.888,0.2067,0.001,0,1584.49,13.357,1.984
1900,RG,9.59,7.272,9.365,75.12,0.0847,1.312,0.126,0.012,0,1906.37,17.426,1.0
1901,RG,15.27,7.252,10.572,82.46,0.087,1.453,0.0629,0.1771,0,1516.68,17.159,1.779
1902,RG,12.3,7.234,10.497,65.79,0.0763,0.973,0.1406,0.1004,0,1746.39,15.807,1.946
1903,RG,18.98,7.414,9.868,83.91,0.0589,1.829,0.0501,0.069,0,1705.93,16.126,2.056
1904,RG,12.96,7.034,6.965,74.27,0.0993,0.921,0.1548,0.0613,0,1566.78,14.81,1.92
1905,RG,11.71,7.536,7.397,67.56,0.0766,0.442,0.1039,0.0577,0,1604.79,17.452,1.805
1906,RG,13.72,7.32,9.199,71.26,0.0651,0.311,0.124,0.001,0,1563.31,15.245,1.63
1907,RG,10.99,7.392,8.959,88.99,0.1244,0.325,0.02,0.0291,0,1595.02,18.232,1.89
1908,RG,8.0,7.409,8.402,63.89,0.0764,0.834,0.02,0.0555,0,1600.32,16.145,1.387
1909,RG,11.28,7.194,11.286,69.14,0.1128,0.907,0.02,0.0314,0,1953.09,19.222,1.0
1910,RG,11.23,7.163,9.127,82.62,0.1168,1.273,0.2047,0.0366,0,1693.63,17.349,1.57
1911,RG,8.0,7.145,9.651,76.73,0.1186,0.989,0.0311,0.1623,0,1610.84,19.389,1.347
1912,RG,11.78,7.263,10.185,68.67,0.1007,1.337,0.1439,0.0499,0,1691.54,18.71,1.358
1913,RG,8.0,7.405,9.066,82.72,0.08,1.018,0.0615,0.0711,0,1745.94,17.56,1.459
1914,RG,10.96,7.212,12.0,83.1,0.0781,1.005,0.0856,0.0697,0,1487.29,19.448,1.043
1915,RG,12.73,7.391,7.872,77.65,0.0727,0.769,0.0973,0.0836,0,1554.79,18.248,1.623
1916,RG,12.29,6.945,8.273,70.1,0.015,1.569,0.1986,0.0409,0,1367.47,13.223,1.819
1917,RG,10.77,7.242,7.869,71.33,0.1016,0.387,0.1351,0.1099,0,1635.95,14.984,1.529
1918,RG,11.74,7.475,10.875,77.28,0.0873,1.121,0.1231,0.0777,0,1712.64,14.605,1.729
1919,RG,9.65,7.274,9.963,64.5,0.1048,0.927,0.1778,0.0085,0,1484.48,18.022,1.0
1920,RG,12.03,7.176,8.347,85.62,0.0765,1.313,0.062,0.0557,0,1727.75,14.101,1.31
1921,RG,12.17,7.201,7.963,88.6,0.0999,0.992,0.1641,0.0531,0,1457.77,12.843,2.175
1922,RG,9.3,6.846,10.662,73.11,0.0387,1.003,0.1541,0.0513,0,1547.64,14.93,1.0
1923,RG,12.8,7.148,9.434,77.85,0.0449,0.893,0.1534,0.0804,0,1614.87,13.156,1.679
1924,RG,12.78,7.459,10.693,84.49,0.01,1.557,0.0907,0.0854,0,1793.89,16.941,2.208
1925,RG,11.5,7.213,8.928,90.64,0.076,1.001,0.0738,0.0807,0,1442.34,14.908,1.595
1926,RG,19.26,7.23,9.614,87.46,0.0568,1.788,0.0478,0.0736,0,1691.68,13.419,2.426
1927,RG,11.58,6.95,9.36,61.12,0.0529,1.109,0.0516,0.0634,0,1719.53,16.676,1.753
1928,RG,11.16,7.055,8.251,72.48,0.09,1.009,0.045,0.001,0,1644.74,16.664,1.375
1929,RG,10.73,7.479,8.827,79.01,0.0672,0.942,0.122,0.0911,0,1636.33,13.357,1.571
1930,RG,9.09,7.393,7.579,71.05,0.037,1.226,0.0863,0.0795,0,1636.49,14.986,1.0
1931,RG,14.06,7.105,9.593,89.26,0.1563,0.765,0.1259,0.0206,0,1522.86,16.333,1.308
1932,RG,9.94,7.205,9.913,88.04,0.0789,1.058,0.1293,0.0712,0,1750.44,16.102,1.468
1933,RG,10.3,7.296,10.188,68.47,0.0475,1.003,0.0364,0.0859,0,1591.86,16.782,1.559
1934,RG,10.39,7.121,9.8,73.7,0.0599,1.13,0.0346,0.1068,0,1558.11,18.975,2.31
1935,RG,9.05,6.999,8.846,69.0,0.0748,1.14,0.0863,0.0804,0,1730.44,19.914,1.548
1936,RG,8.0,7.276,10.862,73.44,0.0747,1.161,0.0535,0.0729,0,1499.67,17.318,1.407
1937,RG,10.61,7.386,10.071,73.2,0.1191,1.038,0.0472,0.0979,0,1633.84,15.487,1.796
1938,RG,14.62,7.389,10.666,82.63,0.0776,1.628,0.2017,0.0477,0,1542.11,15.401,1.713
1939,RG,12.59,7.431,10.742,67.89,0.1357,1.169,0.02,0.0765,0,1944.79,18.058,1.396
1940,RG,16.68,7.067,8.849,54.07,0.067,2.042,0.2214,0.0352,0,1974.79,14.58,1.774
1941,RG,14.25,7.309,9.465,62.16,0.0928,1.02,0.1173,0.1044,0,1644.38,17.044,1.667
1942,RG,13.57,7.26,9.929,66.77,0.1107,1.384,0.1592,0.001,0,1707.25,19.444,1.49
1943,RG,17.65,7.287,7.621,69.75,0.1159,0.71,0.1521,0.0927,0,1652.33,12.342,2.002
1944,RG,11.71,7.268,7.648,76.5,0.1194,1.56,0.137,0.0607,0,1522.14,15.012,1.781
1945,RG,12.19,7.201,7.441,66.36,0.0718,0.718,0.1997,0.0986,0,1606.33,17.215,1.521
1946,RG,11.97,6.847,8.87,65.31,0.0798,1.182,0.0351,0.0288,0,1608.49,16.004,1.519
1947,RG,16.63,7.474,8.6,67.56,0.01,0.894,0.0906,0.0636,0,1477.19,16.524,2.451
1948,RG,12.01,7.349,7.277,66.07,0.0741,1.181,0.0488,0.0624,0,1619.62,17.032,1.647
1949,RG,10.06,7.077,9.179,70.56,0.1127,0.906,0.02,0.0774,0,1576.87,19.265,1.985
1950,RG,13.76,7.371,8.885,70.22,0.1069,0.684,0.0603,0.0181,0,1660.34,19.38,1.558
1951,RG,9.55,7.233,10.419,80.51,0.0774,0.891,0.2124,0.0854,0,1560.31,16.688,1.363
1952,RG,13.6,7.237,11.416,67.08,0.131,1.617,0.0896,0.001,0,1623.49,14.683,1.244
1953,RG,13.24,7.185,9.548,72.14,0.0685,1.187,0.219,0.0333,0,1726.76,14.292,1.434
1954,RG,11.43,7.381,8.164,70.64,0.0585,0.484,0.2251,0.001,0,1647.02,18.256,1.0
1955,RG,13.7,7.18,9.776,81.47,0.066,1.438,0.2797,0.0931,0,1774.86,12.749,1.984
1956,RG,8.0,7.135,9.011,73.77,0.0463,0.643,0.2143,0.076,0,1606.12,16.456,2.075
1957,RG,12.49,7.47,8.712,83.41,0.0987,1.297,0.2415,0.0782,0,1548.32,11.34,1.783
1958,RG,10.61,7.273,7.966,65.78,0.0887,1.221,0.1195,0.1189,0,1656.39,13.975,1.886
1959,RG,20.59,7.278,8.443,74.61,0.0983,1.247,0.1137,0.0474,0,1449.5,16.397,2.0
1960,RG,12.47,7.404,8.787,70.39,0.0676,1.741,0.1177,0.0844,0,1857.87,16.029,2.044
1961,RG,10.21,7.2,9.965,65.19,0.0783,0.669,0.1,0.0626,0,1641.95,16.289,1.374
1962,RG,8.0,7.23,9.613,74.46,0.0146,1.244,0.109,0.0566,0,1816.18,15.384,1.439
1963,RG,15.92,7.346,11.191,88.86,0.0913,1.504,0.1451,0.1123,0,1532.38,13.307,1.29
1964,RG,10.95,7.069,9.809,68.18,0.083,0.743,0.0721,0.1433,0,1473.98,17.998,1.519
1965,RG,9.63,7.333,9.509,73.98,0.047,0.702,0.02,0.0427,0,1617.1,16.823,1.485
1966,RG,13.01,7.187,8.633,64.5,0.0769,0.885,0.1218,0.0933,0,1667.84,13.587,2.027
1967,RG,13.95,7.428,7.755,63.33,0.0723,1.13,0.0584,0.0728,0,1665.99,15.98,2.107
1968,RG,13.9,7.382,8.316,68.7,0.1329,0.436,0.0646,0.0732,0,1642.11,17.262,1.215
1969,RG,12.06,7.362,8.16,71.4,0.0482,1.221,0.0914,0.0699,0,1513.24,15.617,1.265
1970,RG,12.48,7.059,5.927,71.76,0.0899,0.437,0.0777,0.0467,0,1381.0,15.579,1.955
1971,RG,12.7,7.284,7.79,73.19,0.0473,1.517,0.1666,0.001,0,1620.2,15.164,1.347
1972,RG,13.01,7.123,10.923,61.81,0.0633,1.206,0.09,0.1214,0,1511.51,15.798,1.944
1973,RG,13.27,7.294,9.442,69.99,0.0883,1.765,0.1696,0.0322,0,1460.71,15.878,1.016
1974,RG,15.28,6.953,8.548,79.01,0.0737,1.268,0.1124,0.0503,0,1568.41,16.73,1.744
1975,RG,12.17,7.069,9.478,64.13,0.0798,0.878,0.0947,0.0512,0,1679.55,18.051,1.495
1976,RG,9.55,7.478,6.656,72.16,0.09,0.681,0.1095,0.0286,0,1772.57,16.944,1.636
1977,RG,11.57,7.355,9.339,77.34,0.0652,1.096,0.0225,0.0696,0,1703.04,16.014,1.249
1978,RG,14.26,7.247,10.533,68.74,0.1065,0.988,0.1203,0.0582,0,1829.26,17.5,1.0
1979,RG,8.0,7.164,8.855,77.73,0.0708,1.474,0.151,0.0313,0,1612.93,16.984,1.311
1980,RG,8.0,7.137,6.874,62.83,0.0771,0.629,0.1595,0.066,0,1586.05,14.491,1.67
1981,RG,14.75,7.33,8.503,82.11,0.0908,1.808,0.02,0.0587,0,1900.03,15.803,2.047
1982,RG,16.56,7.248,10.535,77.93,0.0868,1.51,0.02,0.0971,0,1503.19,17.994,1.704
1983,RG,8.2,7.532,9.31,75.45,0.0993,0.919,0.0678,0.0064,0,1499.91,19.294,1.35
1984,RG,12.3,7.272,7.298,84.0,0.0895,1.719,0.1831,0.0278,0,1506.87,12.344,1.749
1985,RG,10.8,7.309,11.841,72.37,0.0941,0.687,0.1133,0.089,0,1733.55,19.873,1.723
1986,RG,11.22,7.092,7.495,70.06,0.0702,1.082,0.0535,0.0344,0,1454.45,17.947,1.555
1987,RG,12.92,7.246,8.708,85.98,0.0479,0.489,0.02,0.0239,0,1662.29,16.876,1.059
1988,RG,8.12,7.327,7.755,89.73,0.0372,1.739,0.059,0.0364,0,1559.03,16.093,1.4
1989,RG,8.68,7.244,7.757,69.45,0.0299,0.341,0.0549,0.056,0,1644.46,16.969,1.55
1990,RG,11.1,7.227,8.457,74.09,0.1329,0.424,0.1561,0.0561,0,1670.22,15.083,1.614
1991,RG,11.56,7.349,9.763,83.36,0.0136,0.746,0.1608,0.0516,0,1761.41,15.545,1.087
1992,RG,8.62,7.527,10.549,74.37,0.1158,1.529,0.037,0.0189,0,1569.85,15.728,1.0
1993,RG,14.37,7.322,8.537,79.76,0.0554,1.382,0.1452,0.0909,0,1664.7,12.767,2.129
1994,RG,10.75,7.472,7.788,81.24,0.1156,1.049,0.139,0.113,0,1454.29,19.4,1.656
1995,RG,10.73,7.393,9.574,70.5,0.0139,1.408,0.0292,0.001,0,1480.4,16.993,1.269
1996,RG,12.85,7.463,9.61,78.35,0.0729,0.954,0.095,0.001,0,1814.21,16.732,1.968
1997,RG,11.61,7.209,9.288,74.95,0.1236,1.169,0.1204,0.1001,0,1493.86,16.466,1.248
1998,RG,14.51,7.269,9.331,65.27,0.1014,1.661,0.1098,0.1228,0,1727.91,14.911,2.211
1999,RG,9.2,7.27,8.865,67.08,0.0699,0.901,0.02,0.001,0,1639.39,16.728,1.547
2000,RG,8.0,7.382,9.118,69.78,0.0217,0.693,0.1079,0.0926,0,1699.31,16.614,1.428
